Municipio,Cargo,Numero_Candidato,Nome_Completo,Nome_Urna,Tipo_Agremiacao,Partido,UF_Nascimento,Mun_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Ocupacao,Despesas_Max_Partido,Reeleicao,Declar_Bens
BELÉM,VEREADOR,43876,ALISSON MACIEL DA SILVA NUNES,ALISSON NUNES,PARTIDO ISOLADO,PV,PA,BELÉM,25,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",438043.03,N,S
CONCÓRDIA DO PARÁ,VEREADOR,10111,LAIZ DOS SANTOS PRESTES,EVANGELISTA LAIZ,PARTIDO ISOLADO,REPUBLICANOS,PA,SÃO DOMINGOS DO CAPIM,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,DONA DE CASA,31885.66,N,S
RIO MARIA,VEREADOR,65517,FERNANDO PEREIRA DA SILVA,FERNANDO DO POVO,PARTIDO ISOLADO,PC do B,PA,RIO MARIA,30,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,OUTROS,12307.75,N,S
BENEVIDES,VEREADOR,90090,DENILSON SUHELIO AMORIM DE SOUSA,DENILSON SHOW,PARTIDO ISOLADO,PROS,PA,BELÉM,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,39638.66,N,S
ACARÁ,VEREADOR,20005,NEUVANY PATROCINIO DE LIMA MACIEL,NEUVANY,PARTIDO ISOLADO,PSC,PA,ACARÁ,35,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,DONA DE CASA,22325.78,N,S
NOVA IPIXUNA,VEREADOR,12112,MARIA CELMA DOS SANTOS LIMA,CELMA,PARTIDO ISOLADO,PDT,PA,MARABÁ,34,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,AGRICULTOR,18979.08,N,S
BELÉM,VEREADOR,65113,BRUNO DA SILVA MONTEIRO,BRUNO MONTEIRO,PARTIDO ISOLADO,PC do B,PA,BELÉM,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,TÉCNICO DE LABORATÓRIO E RAIOS X,438043.03,N,S
BAIÃO,VEREADOR,15555,CLEONICE CAMPELO MEDEIROS,CLEONICE MEDEIROS,PARTIDO ISOLADO,MDB,PA,BAIÃO,33,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),25681.54,N,N
MARACANÃ,VEREADOR,15100,CEZIANNY PIEDADE PINHEIRO,CEZIANNY,PARTIDO ISOLADO,MDB,PA,MARACANÃ,43,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,COMERCIANTE,17886.82,N,S
SANTARÉM,VEREADOR,45007,MARCELO RUBENS GONÇALVES CARDOSO,MARCELO CARDOSO,PARTIDO ISOLADO,PSDB,ES,VITÓRIA,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO FEDERAL,83396.64,N,S
JACAREACANGA,VEREADOR,45457,TAILENE VASCONCELOS MARTINS AMARILHA,TAILENE,PARTIDO ISOLADO,PSDB,PA,ITAITUBA,29,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,12307.75,N,S
BELÉM,VEREADOR,10444,JAYLTON EMENSON DE SOUSA ARAÚJO,JAYLTON ARAUJO,PARTIDO ISOLADO,REPUBLICANOS,PA,BELÉM,30,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,"MARINHEIRO CIVIL, CANOEIRO, EMBARCADO E ASSEMELHADOS",438043.03,N,N
SALVATERRA,VEREADOR,25123,JUAN MONTEIRO GONZALEZ,JUAN MONTEIRO,PARTIDO ISOLADO,DEM,PA,BELÉM,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,DIRETOR DE EMPRESAS,12307.75,N,N
NOVO REPARTIMENTO,VEREADOR,20500,ANDRESSA SOUSA DE FRANÇA LIMA,IRMA ANDRESSA,PARTIDO ISOLADO,PSC,MA,PRESIDENTE DUTRA,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,DONA DE CASA,49644.56,N,S
ORIXIMINÁ,VEREADOR,55051,WEMBLEY LEMOS DE FARIAS,WEMBLEY MAROTO,PARTIDO ISOLADO,PSD,PA,ORIXIMINÁ,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,CANTOR E COMPOSITOR,45737.83,N,S
MARITUBA,VEREADOR,10252,ELIANE MACENA RIBEIRO,ELIANE RIBEIRO,PARTIDO ISOLADO,REPUBLICANOS,PA,MARITUBA,37,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,OUTROS,29099.54,N,S
ORIXIMINÁ,VEREADOR,10777,DIONATHAN CORREA MATOS,DHON,PARTIDO ISOLADO,REPUBLICANOS,PA,ORIXIMINÁ,31,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS",45737.83,N,S
PACAJÁ,VEREADOR,51321,ADRIANA PEREIRA CHAGAS,ADRIANA CHAGAS,PARTIDO ISOLADO,PATRIOTA,PA,PACAJÁ,29,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,16538.56,N,S
ANANINDEUA,VEREADOR,51277,ESMAEL LOPES NUNES,ESMAEL LOPES,PARTIDO ISOLADO,PATRIOTA,PA,BELÉM,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,115386.04,N,S
TOMÉ-AÇU,VEREADOR,40333,SIMONI RIBEIRO DA SILVA,SIMONI RIBEIRO,PARTIDO ISOLADO,PSB,PA,TOMÉ-AÇU,31,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,OUTROS,24048.38,N,S
SÃO MIGUEL DO GUAMÁ,VEREADOR,11888,ANDRÉ PEREIRA DE ARAÚJO,ANDRÉ CARRARA,PARTIDO ISOLADO,PP,PA,SÃO MIGUEL DO GUAMÁ,39,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,LAVADOR DE VEÍCULOS,25615.83,N,N
DOM ELISEU,VEREADOR,51444,SILVANA MOURA DA SILVA,SILVANA DA CHINESA,PARTIDO ISOLADO,PATRIOTA,MA,IMPERATRIZ,42,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,DONA DE CASA,25493.45,N,S
ANANINDEUA,VEREADOR,77977,LIVIA DE SOUSA SILVA,LIVIA SILVA,PARTIDO ISOLADO,SOLIDARIEDADE,PA,VIGIA,37,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PRETA,DONA DE CASA,115386.04,N,N
TUCUMÃ,VEREADOR,10007,FELIPE AUGUSTO GALL,FELIPE GALL,PARTIDO ISOLADO,REPUBLICANOS,PA,TUCUMÃ,20,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",130384.6,N,S
PLACAS,VEREADOR,25999,WALKIRIA BARBOSA DOS SANTOS,WALKIRIA,PARTIDO ISOLADO,DEM,PA,PLACAS,33,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,DONA DE CASA,31317.13,N,S
ABAETETUBA,VEREADOR,50222,ERICA FAGUNDES DA SILVA,ÉRICA FAGUNDES,PARTIDO ISOLADO,PSOL,PA,ABAETETUBA,31,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,AGRICULTOR,37269.99,N,S
MARABÁ,VEREADOR,55111,TIAGO BATISTA KOCH,TIAGO KOCH,PARTIDO ISOLADO,PSD,SC,MAFRA,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VEREADOR,238660.11,S,S
SANTO ANTÔNIO DO TAUÁ,VEREADOR,77013,ROSIANE DOS SANTOS MORAES,ROSIANE SANTOS,PARTIDO ISOLADO,SOLIDARIEDADE,PA,SANTA ISABEL DO PARÁ,32,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,15743.9,N,S
ORIXIMINÁ,VEREADOR,65789,MAÍSE GUIMARÃES SOUZA,MAÍSE GUIMARÃES,PARTIDO ISOLADO,PC do B,PA,ORIXIMINÁ,32,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",45737.83,S,N
ABAETETUBA,VEREADOR,43143,RAONI NEGRÃO CARDOSO,RAONI,PARTIDO ISOLADO,PV,PA,ABAETETUBA,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADVOGADO,37269.99,N,S
RURÓPOLIS,VEREADOR,15156,KEILA SOARES DA CUNHA,PROFESSORA KEILA,PARTIDO ISOLADO,MDB,PA,RURÓPOLIS,31,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,23250.68,N,S
SANTA BÁRBARA DO PARÁ,VEREADOR,90777,SILVANA MARIA DOS SANTOS SOUZA,SILVANA SOUZA,PARTIDO ISOLADO,PROS,PA,SANTA BÁRBARA DO PARÁ,41,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AGENTE ADMINISTRATIVO,12307.75,N,S
ABAETETUBA,VEREADOR,40777,VICTOR KALLEGARY VASCONCELOS MORAES,VICTOR,PARTIDO ISOLADO,PSB,PA,ABAETETUBA,27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,37269.99,N,N
SENADOR JOSÉ PORFÍRIO,VEREADOR,45567,LUCIENE GOMES DA SILVA,LU,PARTIDO ISOLADO,PSDB,PA,ALTAMIRA,32,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,SECRETÁRIO E DATILÓGRAFO,18485.86,N,S
BUJARU,VEREADOR,23747,ALEX DA COSTA ALBUQUERQUE,ALEX DE SANTANA,PARTIDO ISOLADO,CIDADANIA,PA,BUJARU,32,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,TRABALHADOR RURAL,15733.23,N,S
ALENQUER,VEREADOR,19700,LUAN FELIPE DEMORI,VETERINÁRIO LUAN DEMORI,PARTIDO ISOLADO,PODE,MT,SINOP,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,18687.88,N,S
CANAÃ DOS CARAJÁS,VEREADOR,90555,CAMILA NOVAES COSTA,CAMILA NOVAES,PARTIDO ISOLADO,PROS,PA,BELÉM,20,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",87466.1,N,N
TERRA ALTA,VEREADOR,13555,DANIELE DA CUNHA GONÇALVES,DANI,PARTIDO ISOLADO,PT,PA,CURUÇÁ,30,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,CABELEIREIRO E BARBEIRO,12307.75,N,S
IPIXUNA DO PARÁ,VEREADOR,12888,JAIDELMA DOS SANTOS SILVA,JAIDELMA,PARTIDO ISOLADO,PDT,PA,SÃO DOMINGOS DO CAPIM,32,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
PARAGOMINAS,VEREADOR,27789,SANDRA NASCIMENTO DOS SANTOS MARINHO,SANDRA MARINHO,PARTIDO ISOLADO,DC,PA,PARAGOMINAS,32,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,33995.83,N,S
ORIXIMINÁ,VEREADOR,28579,EDIANE TEIXEIRA FERREIRA,EDIANE FERREIRA,PARTIDO ISOLADO,PRTB,PA,ORIXIMINÁ,32,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,45737.83,N,S
ÁGUA AZUL DO NORTE,VEREADOR,40111,DANIEL DIAS DA SILVA,FALA MANSA ,PARTIDO ISOLADO,PSB,PA,RIO MARIA,34,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,COMERCIANTE,12307.75,N,S
BRAGANÇA,VEREADOR,28288,WELLITON CUNHA DE FREITAS,WELLITON FREITAS,PARTIDO ISOLADO,PRTB,PA,BRAGANÇA,27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,55696.8,N,S
CAPANEMA,VEREADOR,55222,DAIANE DA SILVA PINHEIRO,DAIANE DO SARGENTO,PARTIDO ISOLADO,PSD,MA,SÃO LUÍS,34,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,AGRICULTOR,49946.34,N,S
DOM ELISEU,VEREADOR,55007,RONEY SOARES CAVALCANTE SILVA,RONEY SOARES,PARTIDO ISOLADO,PSD,PA,DOM ELISEU,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,25493.45,N,S
ITUPIRANGA,VEREADOR,10777,LAYS MANIVA VERAS,LAYS COPACABANA,PARTIDO ISOLADO,REPUBLICANOS,PA,MARABÁ,30,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,REPRESENTANTE COMERCIAL,25692.1,N,S
XINGUARA,VEREADOR,40500,CLEIVANE DE OLIVEIRA BEZERRA,CLEIVANE,PARTIDO ISOLADO,PSB,MA,AÇAILÂNDIA,29,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,16589.53,N,S
IGARAPÉ-AÇU,VEREADOR,15120,ANTONIA SAMARA FONSECA DA SILVA,SAMARA,PARTIDO ISOLADO,MDB,PA,IGARAPÉ-AÇU,31,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,COMERCIANTE,25592.36,N,S
MOCAJUBA,VEREADOR,23999,NAZARE LOBATO PORTILHO,NAZARE PORTILHO,PARTIDO ISOLADO,CIDADANIA,PA,MOCAJUBA,30,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,17706.56,N,S
MOJU,VEREADOR,13045,LUCIANE MARTINS DOS SANTOS,IRMÃ LU,PARTIDO ISOLADO,PT,PA,MOJU,30,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,DONA DE CASA,12307.75,N,S
ULIANÓPOLIS,VEREADOR,20222,GIRLIANE OLIVEIRA BONFIM XAVIER,GERLIANE DO DARLAN,PARTIDO ISOLADO,PSC,PA,PARAGOMINAS,31,FEMININO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,DONA DE CASA,12307.75,N,S
RIO MARIA,VEREADOR,10777,FRANCIMEIRE FERREIRA DA SILVA,MEIRÃO,PARTIDO ISOLADO,REPUBLICANOS,MA,LAGO DA PEDRA,39,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
MARACANÃ,VEREADOR,20001,JÉSSICA MARIA FERREIRA DA SILVA,JÉSSICA ,PARTIDO ISOLADO,PSC,PA,MARACANÃ,28,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,17886.82,N,S
MARABÁ,VEREADOR,25023,MARCILIO LISBOA MOREIRA,CORONEL MOREIRA,PARTIDO ISOLADO,DEM,RJ,RIO DE JANEIRO,50,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,MILITAR REFORMADO,238660.11,N,S
ABAETETUBA,VEREADOR,10109,MOISÉS DE SOUSA E SOUSA,MOISÉS SOUSA,PARTIDO ISOLADO,REPUBLICANOS,PA,ABAETETUBA,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,OUTROS,37269.99,N,S
MARAPANIM,VEREADOR,15234,JORGIANA MONTEIRO PINTO,JÔ MONTEIRO,PARTIDO ISOLADO,MDB,PA,MARAPANIM,35,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,N
IGARAPÉ-AÇU,VEREADOR,14002,MARCIO DA COSTA SILVA,MARCIO EXPLOSÃO,PARTIDO ISOLADO,PTB,PA,IGARAPÉ-AÇU,36,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,25592.36,N,S
ITUPIRANGA,VEREADOR,12822,WALDENBERG FERREIRA DA CRUZ,BEBÉ MOTOTAXI,PARTIDO ISOLADO,PDT,MA,SÃO PEDRO DA ÁGUA BRANCA,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,25692.1,N,S
MUANÁ,VEREADOR,10123,ROSINALDO DE SOUZA COSTA,ROSINALDO COSTA,PARTIDO ISOLADO,REPUBLICANOS,PA,MUANÁ,33,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,12307.75,N,S
GURUPÁ,VEREADOR,90150,LUCENIRA PIMENTEL SERRA,NEGA,PARTIDO ISOLADO,PROS,PA,MELGAÇO,39,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,20276.13,N,S
MARABÁ,VEREADOR,20111,JOSEANE ALMEIDA SANTOS BORGES,PASTORA  JOSEANE BORGES,PARTIDO ISOLADO,PSC,PA,NOVO REPARTIMENTO,31,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,OUTROS,238660.11,N,S
IGARAPÉ-MIRI,VEREADOR,50301,MARIA DE NAZARÉ MOREIRA BARBOSA,MARIA DE NAZARÉ,PARTIDO ISOLADO,PSOL,PA,IGARAPÉ-MIRI,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,16625.55,N,S
BAIÃO,VEREADOR,43333,DIONESSIO MACIEIRA BORGES,DIÓ DA RESEX,PARTIDO ISOLADO,PV,PA,BAIÃO,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,AGRICULTOR,25681.54,N,S
SENADOR JOSÉ PORFÍRIO,VEREADOR,15678,EDVAN PEREIRA DA ABADIA,ENFERMEIRO EDVAN,PARTIDO ISOLADO,MDB,PA,ALTAMIRA,38,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ENFERMEIRO,18485.86,N,S
ÁGUA AZUL DO NORTE,VEREADOR,40000,JOCELIA TEIXEIRA DE BRITO,JOCELIA,PARTIDO ISOLADO,PSB,PA,XINGUARA,34,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,OUTROS,12307.75,N,N
CASTANHAL,VEREADOR,14222,ALEXANDRE FELIPE ROCHA BRAGA,ALEXANDRE FELIPE,PARTIDO ISOLADO,PTB,PA,CASTANHAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,53698.78,N,S
SANTA MARIA DAS BARREIRAS,VEREADOR,55333,MARIZON LIBERATO MENDES,PADEIRO,PARTIDO ISOLADO,PSD,GO,PORANGATU,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,COMERCIANTE,12307.75,N,S
RURÓPOLIS,VEREADOR,28133,MARIA CELIANE VIEIRA PEREIRA,CELIANE DO NOVENTA E CINCO,PARTIDO ISOLADO,PRTB,GO,VILA BOA,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,23250.68,N,N
ELDORADO DOS CARAJÁS,VEREADOR,35500,ERNANDES PEREIRA DA SILVA,ERNANDES PEDREIRO,PARTIDO ISOLADO,PMB,PA,MARABÁ,37,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,TRABALHADOR DE CONSTRUÇÃO CIVIL,27706.06,N,N
SÃO FRANCISCO DO PARÁ,VEREADOR,55345,ITALO EDILSON CORDOVIL BARRETO,ITALO CORDOVIL,PARTIDO ISOLADO,PSD,PA,ANANINDEUA,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,16994.03,S,S
SAPUCAIA,VEREADOR,55666,IVONE FERREIRA DOS SANTOS,IVONE FERREIRA,PARTIDO ISOLADO,PSD,PA,OURILÂNDIA DO NORTE,32,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,12307.75,N,S
PARAGOMINAS,VEREADOR,40000,MANOEL MOREIRA CORREA,MANOEL CACHORRÃO,PARTIDO ISOLADO,PSB,MA,TURIAÇU,37,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,33995.83,N,S
SANTA LUZIA DO PARÁ,VEREADOR,70223,VALDECI AFONSO AMINTAS DE LUCENA JUNIOR,PASTOR AMINTAS,PARTIDO ISOLADO,AVANTE,PA,ANANINDEUA,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,23585.83,N,S
MELGAÇO,VEREADOR,11555,MARCILENE LEÃO DE FREITAS,MARCIA MARQUES,PARTIDO ISOLADO,PP,PA,MELGAÇO,37,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
CASTANHAL,VEREADOR,45999,LUCAS ROCHA ANDRADE,LUCAS ROCHA,PARTIDO ISOLADO,PSDB,PA,CASTANHAL,22,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,CANTOR E COMPOSITOR,53698.78,N,S
MARITUBA,VEREADOR,70151,DANIELLE COSTA GOMES,DANIELLE GOMES,PARTIDO ISOLADO,AVANTE,BA,FEIRA DE SANTANA,34,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",29099.54,N,S
AUGUSTO CORRÊA,VEREADOR,90456,ANDRESON RENATO REIS DA SILVA,CAVALINHO,PARTIDO ISOLADO,PROS,PA,AUGUSTO CORRÊA,33,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,PESCADOR,16318.14,N,S
CACHOEIRA DO PIRIÁ,VEREADOR,15220,SELMA SANTANA DA SILVA,SELMA,PARTIDO ISOLADO,MDB,PA,VISEU,36,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,AGENTE ADMINISTRATIVO,28934.44,N,S
SALVATERRA,VEREADOR,77007,KAISSE SABINA RAMOS DOS REIS,SABINA DA ACADEMIA,PARTIDO ISOLADO,SOLIDARIEDADE,PA,ANANINDEUA,28,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,12307.75,N,S
PORTEL,VEREADOR,22013,SANDRA NASCIMENTO DA SILVA,SANDRA SILVA,PARTIDO ISOLADO,PL,PA,PORTEL,39,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,TRABALHADOR RURAL,12307.75,N,S
XINGUARA,VEREADOR,17300,LUZINETE FREIRE DOS SANTOS,PASTORA LUZINETE FREIRE,PARTIDO ISOLADO,PSL,TO,MIRANORTE,51,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,OUTROS,16589.53,N,S
SÃO MIGUEL DO GUAMÁ,VEREADOR,20111,PAULO SAMUEL SILVA BOAES,PAULINHO DA SUCAM,PARTIDO ISOLADO,PSC,PA,SÃO MIGUEL DO GUAMÁ,31,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,AGENTE DE SAÚDE E SANITARISTA,25615.83,N,S
SANTARÉM,VEREADOR,70444,DANIELY FERNANDES ALMEIDA,DANIELY FERNANDES,PARTIDO ISOLADO,AVANTE,PA,MOJUÍ DOS CAMPOS,28,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,OUTROS,83396.64,N,S
SANTARÉM,VEREADOR,17004,IREMÁ SILVA DE SOUZA,TIRULIPA DO PARÁ,PARTIDO ISOLADO,PSL,PA,SANTARÉM,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA PARTICULAR,83396.64,N,S
BENEVIDES,VEREADOR,45123,HAGATA MATOS DA SILVA,HAGATA SILVA,PARTIDO ISOLADO,PSDB,PA,SANTARÉM,31,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,39638.66,N,S
ITUPIRANGA,VEREADOR,40000,TEREZINHA OLIVEIRA DE FREITAS,TEREZINHA,PARTIDO ISOLADO,PSB,PA,MARABÁ,32,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,DONA DE CASA,25692.1,N,N
BUJARU,VEREADOR,36456,ANANIAS ALMEIDA BARBOSA,ANANIAS BARBOSA,PARTIDO ISOLADO,PTC,PA,BUJARU,30,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,15733.23,N,S
OURILÂNDIA DO NORTE,VEREADOR,40222,FABRICIO CALIL GALVÃO FERREIRA,FABRICIO POUCA SOMBRA,PARTIDO ISOLADO,PSB,PA,OURILÂNDIA DO NORTE,26,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,91132.44,N,S
ITUPIRANGA,VEREADOR,50111,ELIENE DA SILVA,ELIENE,PARTIDO ISOLADO,PSOL,MA,PIO XII,36,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,25692.1,N,S
CONCÓRDIA DO PARÁ,VEREADOR,51111,ALDINEI VIDAL DOS SANTOS,ALDINEI VIDAL,PARTIDO ISOLADO,PATRIOTA,PA,CONCÓRDIA DO PARÁ,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,31885.66,N,S
NOVA IPIXUNA,VEREADOR,15581,CAROLINE CAVALCANTE,CAROL CAVALCANTE,PARTIDO ISOLADO,MDB,MA,IMPERATRIZ,30,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,DONA DE CASA,18979.08,N,S
CASTANHAL,VEREADOR,22555,ELIZEU FRANCO DA CONCEIÇÃO,ELIZEU FRANCO,PARTIDO ISOLADO,PL,PA,CASTANHAL,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,53698.78,N,S
SANTO ANTÔNIO DO TAUÁ,VEREADOR,77456,AGNALDO BARBOSA DA SILVA,THÉO BARBOSA,PARTIDO ISOLADO,SOLIDARIEDADE,PA,SANTO ANTÔNIO DO TAUÁ,33,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,15743.9,N,S
