Municipio,Cargo,Tipo_Agremiacao,Partido,UF_Nascimento,Idade_Posse,Genero,Grau_Instrucao,Estado_Civil,Declar_Racial,Reeleicao,Declar_Bens,Valor_Total_Declarado,Situacao
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,PDT,PA,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,N,150.0,SUPLENTE
COLARES,VEREADOR,PARTIDO ISOLADO,PMN,PA,42,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,120.0,ELEITO POR MÉDIA
GURUPÁ,VEREADOR,PARTIDO ISOLADO,REDE,AP,39,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,800.0,NÃO ELEITO
OURÉM,VEREADOR,PARTIDO ISOLADO,PSB,PA,38,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,275.0,SUPLENTE
TERRA ALTA,VEREADOR,PARTIDO ISOLADO,MDB,PA,69,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,200.0,SUPLENTE
SÃO CAETANO DE ODIVELAS,VEREADOR,PARTIDO ISOLADO,PSD,PA,51,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,N,2100.0,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,MDB,PA,43,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,S,550.0,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,34,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2650.0,NÃO ELEITO
TRACUATEUA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,35,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1250.0,SUPLENTE
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,MA,42,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2200.0,SUPLENTE
TERRA ALTA,VEREADOR,PARTIDO ISOLADO,MDB,PA,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,500.0,SUPLENTE
PORTO DE MOZ,VEREADOR,PARTIDO ISOLADO,PSD,PA,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,1500.0,ELEITO POR QP
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PODE,SC,53,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,S,S,830.0,SUPLENTE
ALTAMIRA,VEREADOR,PARTIDO ISOLADO,PSB,MG,33,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,1620.0,SUPLENTE
TRAIRÃO,VEREADOR,PARTIDO ISOLADO,PSDB,MA,46,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,5012.4,SUPLENTE
PACAJÁ,VEREADOR,PARTIDO ISOLADO,MDB,ES,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,3637.0,SUPLENTE
RONDON DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSD,MA,39,MASCULINO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,S,N,2000.0,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,DC,PA,42,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,S,260.0,SUPLENTE
BAGRE,VEREADOR,PARTIDO ISOLADO,MDB,PA,19,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,488.65,SUPLENTE
CURUÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,44,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,N,S,1503.36,NÃO ELEITO
ÓBIDOS,VEREADOR,PARTIDO ISOLADO,PSC,PA,44,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
ORIXIMINÁ,VEREADOR,PARTIDO ISOLADO,PDT,PA,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2486.45,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSD,PA,55,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,N,2593.0,SUPLENTE
SÃO SEBASTIÃO DA BOA VISTA,VEREADOR,PARTIDO ISOLADO,PT,PA,65,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,1094.27,SUPLENTE
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,MDB,PA,31,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,8554.12,ELEITO POR QP
BELÉM,VEREADOR,PARTIDO ISOLADO,PDT,PA,23,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,200.0,SUPLENTE
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,DEM,MA,57,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),PARDA,N,S,1100.0,SUPLENTE
XINGUARA,VEREADOR,PARTIDO ISOLADO,PSB,MG,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),BRANCA,N,S,420.0,NÃO ELEITO
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSDB,MA,64,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,N,S,1050.0,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PP,PA,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,250.0,NÃO ELEITO
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,37,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1088.0,ELEITO POR QP
SANTA LUZIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1550.0,SUPLENTE
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PT,PA,50,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,2500.0,NÃO ELEITO
SANTARÉM,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,49,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,2000.0,NÃO ELEITO
SANTARÉM,VEREADOR,PARTIDO ISOLADO,MDB,PA,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,31404.460000000006,SUPLENTE
ABAETETUBA,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,23,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),SEM INFORMAÇÃO,N,S,2000.0,SUPLENTE
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PSC,PA,23,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,N,1000.0,SUPLENTE
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,PSOL,PA,47,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,474.9,SUPLENTE
CURUÇÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1666.9,SUPLENTE
PORTEL,VEREADOR,PARTIDO ISOLADO,MDB,PA,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,220.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,DEM,PA,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,N,11921.35,SUPLENTE
CACHOEIRA DO ARARI,VEREADOR,PARTIDO ISOLADO,PTB,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,480.1,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,PL,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,S,S,1659.0000000000002,SUPLENTE
SALINÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSC,PA,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,NÃO ELEITO
MAGALHÃES BARATA,VEREADOR,PARTIDO ISOLADO,PTB,PA,29,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,S,N,500.0,ELEITO POR QP
SENADOR JOSÉ PORFÍRIO,VEREADOR,PARTIDO ISOLADO,PSD,PA,23,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,6004.599999999999,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,PODE,PA,37,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,300.0,SUPLENTE
PIÇARRA,VEREADOR,PARTIDO ISOLADO,PDT,TO,54,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,N,S,965.0,SUPLENTE
CAMETÁ,VEREADOR,PARTIDO ISOLADO,PROS,PA,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,N,1000.0,NÃO ELEITO
GARRAFÃO DO NORTE,VEREADOR,PARTIDO ISOLADO,PTB,MA,35,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1500.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,DEM,PA,46,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,N,3535.9,SUPLENTE
CURUÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,200.0,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,329.9,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,PTB,PA,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,500.0,SUPLENTE
CASTANHAL,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,GO,40,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,S,S,33926.0,NÃO ELEITO
SÃO DOMINGOS DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSL,TO,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,S,S,1000.0,SUPLENTE
MOJU,VEREADOR,PARTIDO ISOLADO,PSD,PA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,450.0,NÃO ELEITO
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,PSB,PA,55,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,150.0,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PROS,PA,54,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,1499.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PSOL,PA,48,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,22.0,SUPLENTE
BAIÃO,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,620.0,SUPLENTE
CONCÓRDIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2300.0,SUPLENTE
CURUÇÁ,VEREADOR,PARTIDO ISOLADO,PT,PA,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,522.1,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSD,PA,31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,3675.0,ELEITO POR QP
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PL,PA,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,264.35,SUPLENTE
CURIONÓPOLIS,VEREADOR,PARTIDO ISOLADO,AVANTE,MA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,3000.0,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PT,PA,49,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,N,S,2964.11,SUPLENTE
OEIRAS DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSC,PA,61,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
BREVES,VEREADOR,PARTIDO ISOLADO,PL,PA,55,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,900.0,SUPLENTE
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PDT,MA,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,4276.76,ELEITO POR MÉDIA
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,CIDADANIA,GO,56,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,1360.45,SUPLENTE
BUJARU,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,2719.9,SUPLENTE
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PSD,MA,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,9806.9,ELEITO POR MÉDIA
MUANÁ,VEREADOR,PARTIDO ISOLADO,PL,PA,35,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
SÃO CAETANO DE ODIVELAS,VEREADOR,PARTIDO ISOLADO,PSD,PA,29,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,4350.0,ELEITO POR MÉDIA
SANTA LUZIA DO PARÁ,VEREADOR,PARTIDO ISOLADO,PSB,PA,29,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,3781.0,ELEITO POR QP
NOVA TIMBOTEUA,VEREADOR,PARTIDO ISOLADO,PT,PA,40,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,1758.09,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PTB,BA,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,11904.7,ELEITO POR QP
SANTARÉM,VEREADOR,PARTIDO ISOLADO,PSL,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,7283.579999999999,ELEITO POR MÉDIA
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,MDB,ES,61,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,N,S,6642.4,ELEITO POR MÉDIA
BARCARENA,VEREADOR,PARTIDO ISOLADO,PSC,MA,52,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,10009.820000000003,SUPLENTE
PRAINHA,VEREADOR,PARTIDO ISOLADO,PSC,PA,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,S,S,2250.0,ELEITO POR QP
ABAETETUBA,VEREADOR,PARTIDO ISOLADO,PSOL,PA,51,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,S,1375.0,SUPLENTE
BRASIL NOVO,VEREADOR,PARTIDO ISOLADO,PRTB,PA,51,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,S,600.0,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PT,MG,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,590.45,NÃO ELEITO
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,PSDB,PA,44,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,800.0,SUPLENTE
REDENÇÃO,VEREADOR,PARTIDO ISOLADO,PC do B,PR,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,112.95,NÃO ELEITO
BANNACH,VEREADOR,PARTIDO ISOLADO,PSC,PA,46,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,400.0,NÃO ELEITO
ITAITUBA,VEREADOR,PARTIDO ISOLADO,MDB,BA,63,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,N,S,18751.85,SUPLENTE
IGARAPÉ-MIRI,VEREADOR,PARTIDO ISOLADO,PSD,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,1000.0,SUPLENTE
LIMOEIRO DO AJURU,VEREADOR,PARTIDO ISOLADO,PDT,PA,32,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,N,S,104.0,SUPLENTE
ALMEIRIM,VEREADOR,PARTIDO ISOLADO,MDB,PA,35,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,N,N,1710.0,SUPLENTE
SENADOR JOSÉ PORFÍRIO,VEREADOR,PARTIDO ISOLADO,PSC,MA,38,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,N,S,1284.5000000000002,SUPLENTE
BARCARENA,VEREADOR,PARTIDO ISOLADO,PSC,PA,64,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,6648.150000000001,SUPLENTE
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PSD,PA,51,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,3500.0,ELEITO POR MÉDIA
MEDICILÂNDIA,VEREADOR,PARTIDO ISOLADO,MDB,BA,50,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1850.0,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,MDB,PA,33,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,N,S,22254.35,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,PSDB,BA,62,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,N,S,4582.0,SUPLENTE
PONTA DE PEDRAS,VEREADOR,PARTIDO ISOLADO,PTB,PA,68,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,500.0,NÃO ELEITO
BELÉM,VEREADOR,PARTIDO ISOLADO,PP,PA,48,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,2000.0,SUPLENTE
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,N,300.0,NÃO ELEITO
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,DEM,TO,55,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2092.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PL,PA,53,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,4100.0,NÃO ELEITO
TAILÂNDIA,VEREADOR,PARTIDO ISOLADO,PSB,MA,34,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,S,250.0,NÃO ELEITO
PARAGOMINAS,VEREADOR,PARTIDO ISOLADO,CIDADANIA,MG,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,N,1110.0,SUPLENTE
ITAITUBA,VEREADOR,PARTIDO ISOLADO,PT,MA,38,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,2320.7,NÃO ELEITO
JACUNDÁ,VEREADOR,PARTIDO ISOLADO,PSB,MG,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,N,S,2500.0,NÃO ELEITO
NOVO REPARTIMENTO,VEREADOR,PARTIDO ISOLADO,PSC,MA,55,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,984.0,SUPLENTE
MOJU,VEREADOR,PARTIDO ISOLADO,PSC,PA,35,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,N,S,1500.0,SUPLENTE
BANNACH,VEREADOR,PARTIDO ISOLADO,PT,PA,60,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,S,594.27,NÃO ELEITO
MONTE ALEGRE,VEREADOR,PARTIDO ISOLADO,PL,AM,41,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,2990.01,ELEITO POR MÉDIA
PORTO DE MOZ,VEREADOR,PARTIDO ISOLADO,PSD,PA,38,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,500.0,SUPLENTE
IPIXUNA DO PARÁ,VEREADOR,PARTIDO ISOLADO,DC,PA,41,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,N,S,120.0,NÃO ELEITO
SÃO JOÃO DE PIRABAS,VEREADOR,PARTIDO ISOLADO,PL,PA,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,N,1060.0,NÃO ELEITO
SANTARÉM,VEREADOR,PARTIDO ISOLADO,AVANTE,AM,45,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1500.0,SUPLENTE
ABAETETUBA,VEREADOR,PARTIDO ISOLADO,PSD,PA,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,N,1050.0,SUPLENTE
TUCUMÃ,VEREADOR,PARTIDO ISOLADO,REPUBLICANOS,PA,42,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,1330.35,NÃO ELEITO
MOJU,VEREADOR,PARTIDO ISOLADO,PC do B,PA,29,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,N,S,450.0,SUPLENTE
BRASIL NOVO,VEREADOR,PARTIDO ISOLADO,PP,PA,27,FEMININO,LÊ E ESCREVE,SOLTEIRO(A),PARDA,N,N,4270.0,NÃO ELEITO
BENEVIDES,VEREADOR,PARTIDO ISOLADO,PP,PA,38,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,700.0,SUPLENTE
URUARÁ,VEREADOR,PARTIDO ISOLADO,REDE,PA,32,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,330.0,SUPLENTE
PEIXE-BOI,VEREADOR,PARTIDO ISOLADO,MDB,PA,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,N,805.0,ELEITO POR MÉDIA
BELÉM,VEREADOR,PARTIDO ISOLADO,PTC,PA,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,N,300.0,SUPLENTE
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,PSB,PA,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,3030.0,NÃO ELEITO
BAIÃO,VEREADOR,PARTIDO ISOLADO,PSD,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1150.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PSC,PA,42,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,S,4280.0,SUPLENTE
BENEVIDES,VEREADOR,PARTIDO ISOLADO,PP,AP,40,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,700.0,SUPLENTE
PORTO DE MOZ,VEREADOR,PARTIDO ISOLADO,PSD,PA,33,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,N,700.0,ELEITO POR QP
SANTANA DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,CIDADANIA,PA,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,8700.0,SUPLENTE
ULIANÓPOLIS,VEREADOR,PARTIDO ISOLADO,PTB,AM,32,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,2691.8,SUPLENTE
BELÉM,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,26,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,N,S,320.0,SUPLENTE
BELTERRA,VEREADOR,PARTIDO ISOLADO,PV,PA,50,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,1000.0,SUPLENTE
ALENQUER,VEREADOR,PARTIDO ISOLADO,PDT,PA,20,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,N,S,1800.0,SUPLENTE
JACAREACANGA,VEREADOR,PARTIDO ISOLADO,PSC,PA,38,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,N,N,1567.5,SUPLENTE
SÃO GERALDO DO ARAGUAIA,VEREADOR,PARTIDO ISOLADO,MDB,TO,39,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,N,S,1699.9,SUPLENTE
SALVATERRA,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,45,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,750.0,NÃO ELEITO
ANANINDEUA,VEREADOR,PARTIDO ISOLADO,PROS,AP,44,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,N,S,5990.0,SUPLENTE
PACAJÁ,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PA,29,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,N,S,150.0,SUPLENTE
NOVA IPIXUNA,VEREADOR,PARTIDO ISOLADO,PSD,MA,32,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,N,N,200.0,SUPLENTE
SÃO FÉLIX DO XINGU,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,N,S,22607.85,ELEITO POR QP
NOVO PROGRESSO,VEREADOR,PARTIDO ISOLADO,PATRIOTA,PR,44,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,N,S,4465.0,ELEITO POR QP
VISEU,VEREADOR,PARTIDO ISOLADO,PSD,PA,37,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,N,S,1500.0,NÃO ELEITO
TUCURUÍ,VEREADOR,PARTIDO ISOLADO,SOLIDARIEDADE,PA,35,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,N,S,1600.0,NÃO ELEITO
